REGION,FUEL,TIMESLICE,YEAR,VALUE
REG1,EL01,246,2023,0.001016789
REG1,EL01,247,2023,0.001016789
REG1,EL01,248,2023,0.001016789
REG1,EL01,249,2023,0.001016789
REG1,EL01,250,2023,0.001016789
REG1,EL01,251,2023,0.001016789
REG1,EL01,252,2023,0.001016789
REG1,EL01,253,2023,0.002033577
REG1,EL01,254,2023,0.002033577
REG1,EL01,255,2023,0.002033577
REG1,EL01,256,2023,0.000749213
REG1,EL01,257,2023,0.000749213
REG1,EL01,258,2023,0.000749213
REG1,EL01,259,2023,0.000749213
REG1,EL01,260,2023,0.000749213
REG1,EL01,261,2023,0.000749213
REG1,EL01,262,2023,0.000749213
REG1,EL01,263,2023,0.000749213
REG1,EL01,264,2023,0.000749213
REG1,EL01,265,2023,0.000749213
REG1,EL01,266,2023,0.000749213
REG1,EL01,267,2023,0.000749213
REG1,EL01,268,2023,0.000749213
REG1,EL01,269,2023,0.000749213
REG1,EL01,270,2023,0.000749213
REG1,EL01,271,2023,0.000749213
REG1,EL01,272,2023,0.000749213
REG1,EL01,273,2023,0.000749213
REG1,EL01,274,2023,0.000749213
REG1,EL01,275,2023,0.002033577
REG1,EL01,276,2023,0.002033577
REG1,EL01,277,2023,0.002033577
REG1,EL01,278,2023,0.000316334
REG1,EL01,279,2023,0.000316334
REG1,EL01,280,2023,0.000316334
REG1,EL01,281,2023,0.000316334
REG1,EL01,282,2023,0.000316334
REG1,EL01,283,2023,0.000316334
REG1,EL01,284,2023,0.000316334
REG1,EL01,285,2023,0.000316334
REG1,EL01,286,2023,0.000316334
REG1,EL01,287,2023,0.000316334
REG1,EL01,288,2023,0.000316334
REG1,EL01,289,2023,0.000316334
REG1,EL01,290,2023,0.000316334
REG1,EL01,291,2023,0.000316334
REG1,EL01,292,2023,0.000316334
REG1,EL01,293,2023,0.000316334
REG1,EL01,294,2023,0.000316334
REG1,EL01,295,2023,0.000316334
REG1,EL01,296,2023,0.000316334
REG1,EL01,297,2023,0.000316334
REG1,EL01,298,2023,0.000316334
REG1,EL01,299,2023,0.000316334
REG1,EL01,300,2023,0.000316334
REG1,EL01,301,2023,0.000316334
REG1,EL01,302,2023,0.000316334
REG1,EL01,303,2023,0.000316334
REG1,EL01,304,2023,0.000316334
REG1,EL01,305,2023,0.000316334
REG1,EL01,306,2023,0.000316334
REG1,EL01,307,2023,0.000316334
REG1,EL01,308,2023,0.000316334
REG1,EL01,309,2023,0.000316334
REG1,EL01,310,2023,0.000316334
REG1,EL01,311,2023,0.000316334
REG1,EL01,312,2023,0.000316334
REG1,EL01,313,2023,0.000316334
REG1,EL01,314,2023,0.000316334
REG1,EL01,315,2023,0.000316334
REG1,EL01,316,2023,0.000316334
REG1,EL01,317,2023,0.000316334
REG1,EL01,318,2023,0.000316334
REG1,EL01,319,2023,0.000316334
REG1,EL01,320,2023,0.000316334
REG1,EL01,321,2023,0.000316334
REG1,EL01,322,2023,0.000316334
REG1,EL01,323,2023,0.002033577
REG1,EL01,324,2023,0.002033577
REG1,EL01,325,2023,0.002033577
REG1,EL01,326,2023,0.001423504
REG1,EL01,327,2023,0.001423504
REG1,EL01,328,2023,0.001423504
REG1,EL01,329,2023,0.001423504
REG1,EL01,330,2023,0.001423504
REG1,EL01,331,2023,0.001423504
REG1,EL01,332,2023,0.001423504
REG1,EL01,333,2023,0.001423504
REG1,EL01,334,2023,0.001423504
REG1,EL01,335,2023,0.001423504
REG1,EL01,336,2023,0.002033577
REG1,EL01,337,2023,0.002033577
REG1,EL01,338,2023,0.002033577
REG1,EL01,339,2023,0.001294095
REG1,EL01,340,2023,0.001294095
REG1,EL01,341,2023,0.001294095
REG1,EL01,342,2023,0.001294095
REG1,EL01,343,2023,0.001294095
REG1,EL01,344,2023,0.001294095
REG1,EL01,345,2023,0.001294095
REG1,EL01,346,2023,0.001294095
REG1,EL01,347,2023,0.001294095
REG1,EL01,348,2023,0.001294095
REG1,EL01,349,2023,0.001294095
REG1,EL01,350,2023,0.002033577
REG1,EL01,351,2023,0.002033577
REG1,EL01,352,2023,0.002033577
REG1,EL01,353,2023,0.001294095
REG1,EL01,354,2023,0.001294095
REG1,EL01,355,2023,0.001294095
REG1,EL01,356,2023,0.001294095
REG1,EL01,357,2023,0.001294095
REG1,EL01,358,2023,0.001294095
REG1,EL01,359,2023,0.001294095
REG1,EL01,360,2023,0.001294095
REG1,EL01,361,2023,0.001294095
REG1,EL01,362,2023,0.001294095
REG1,EL01,363,2023,0.001294095
REG1,EL01,364,2023,0.002033577
REG1,EL01,365,2023,0.002033577
REG1,EL01,366,2023,0.002033577
REG1,EL01,367,2023,0.001095003
REG1,EL01,368,2023,0.001095003
REG1,EL01,369,2023,0.001095003
REG1,EL01,370,2023,0.001095003
REG1,EL01,371,2023,0.001095003
REG1,EL01,372,2023,0.001095003
REG1,EL01,373,2023,0.001095003
REG1,EL01,374,2023,0.001095003
REG1,EL01,375,2023,0.001095003
REG1,EL01,376,2023,0.001095003
REG1,EL01,377,2023,0.001095003
REG1,EL01,378,2023,0.001095003
REG1,EL01,379,2023,0.001095003
REG1,EL01,380,2023,0.002033577
REG1,EL01,381,2023,0.002033577
REG1,EL01,382,2023,0.002033577
REG1,EL01,383,2023,0.001016789
REG1,EL01,384,2023,0.001016789
REG1,EL01,385,2023,0.001016789
REG1,EL01,386,2023,0.001016789
REG1,EL01,387,2023,0.001016789
REG1,EL01,388,2023,0.001016789
REG1,EL01,389,2023,0.001016789
REG1,EL01,390,2023,0.001016789
REG1,EL01,391,2023,0.001016789
REG1,EL01,392,2023,0.001016789
REG1,EL01,393,2023,0.001016789
REG1,EL01,394,2023,0.001016789
REG1,EL01,395,2023,0.001016789
REG1,EL01,396,2023,0.001016789
REG1,EL01,397,2023,0.002033577
REG1,EL01,398,2023,0.002033577
REG1,EL01,399,2023,0.002033577
REG1,EL01,400,2023,0.000749213
REG1,EL01,401,2023,0.000749213
REG1,EL01,402,2023,0.000749213
REG1,EL01,403,2023,0.000749213
REG1,EL01,404,2023,0.000749213
REG1,EL01,405,2023,0.000749213
REG1,EL01,406,2023,0.000749213
REG1,EL01,407,2023,0.000749213
REG1,EL01,408,2023,0.000749213
REG1,EL01,409,2023,0.000749213
REG1,EL01,410,2023,0.000749213
REG1,EL01,411,2023,0.000749213
REG1,EL01,412,2023,0.000749213
REG1,EL01,413,2023,0.000749213
REG1,EL01,414,2023,0.000749213
REG1,EL01,415,2023,0.000749213
REG1,EL01,416,2023,0.000749213
REG1,EL01,417,2023,0.000749213
REG1,EL01,418,2023,0.000749213
REG1,EL01,419,2023,0.002033577
REG1,EL01,420,2023,0.002033577
REG1,EL01,421,2023,0.002033577
REG1,EL01,422,2023,0.000316334
REG1,EL01,423,2023,0.000316334
REG1,EL01,424,2023,0.000316334
REG1,EL01,425,2023,0.000316334
REG1,EL01,426,2023,0.000316334
REG1,EL01,427,2023,0.000316334
REG1,EL01,428,2023,0.000316334
REG1,EL01,429,2023,0.000316334
REG1,EL01,430,2023,0.000316334
REG1,EL01,431,2023,0.000316334
REG1,EL01,432,2023,0.000316334
REG1,EL01,433,2023,0.000316334
REG1,EL01,434,2023,0.000316334
REG1,EL01,435,2023,0.000316334
REG1,EL01,436,2023,0.000316334
REG1,EL01,437,2023,0.000316334
REG1,EL01,438,2023,0.000316334
REG1,EL01,439,2023,0.000316334
REG1,EL01,440,2023,0.000316334
REG1,EL01,441,2023,0.000316334
REG1,EL01,442,2023,0.000316334
REG1,EL01,443,2023,0.000316334
REG1,EL01,444,2023,0.000316334
REG1,EL01,445,2023,0.000316334
REG1,EL01,446,2023,0.000316334
REG1,EL01,447,2023,0.000316334
REG1,EL01,448,2023,0.000316334
REG1,EL01,449,2023,0.000316334
REG1,EL01,450,2023,0.000316334
REG1,EL01,451,2023,0.000316334
REG1,EL01,452,2023,0.000316334
REG1,EL01,453,2023,0.000316334
REG1,EL01,454,2023,0.000316334
REG1,EL01,455,2023,0.000316334
REG1,EL01,456,2023,0.000316334
REG1,EL01,457,2023,0.000316334
REG1,EL01,458,2023,0.000316334
REG1,EL01,459,2023,0.000316334
REG1,EL01,460,2023,0.000316334
REG1,EL01,461,2023,0.000316334
REG1,EL01,462,2023,0.000316334
REG1,EL01,463,2023,0.000316334
REG1,EL01,464,2023,0.000316334
REG1,EL01,465,2023,0.000316334
REG1,EL01,466,2023,0.000316334
REG1,EL01,467,2023,0.002033577
REG1,EL01,468,2023,0.002033577
REG1,EL01,469,2023,0.002033577
REG1,EL01,470,2023,0.001423504
REG1,EL01,471,2023,0.001423504
REG1,EL01,472,2023,0.001423504
REG1,EL01,473,2023,0.001423504
REG1,EL01,474,2023,0.001423504
REG1,EL01,475,2023,0.001423504
REG1,EL01,476,2023,0.001423504
REG1,EL01,477,2023,0.001423504
REG1,EL01,478,2023,0.001423504
REG1,EL01,479,2023,0.001423504
REG1,EL01,480,2023,0.002033577
REG1,EL01,481,2023,0.002033577
REG1,EL01,482,2023,0.002033577
REG1,EL01,483,2023,0.001294095
REG1,EL01,484,2023,0.001294095
REG1,EL01,485,2023,0.001294095
REG1,EL01,486,2023,0.001294095
REG1,EL01,487,2023,0.001294095
REG1,EL01,488,2023,0.001294095
REG1,EL01,489,2023,0.001294095
REG1,EL01,490,2023,0.001294095
REG1,EL01,491,2023,0.001294095
REG1,EL01,492,2023,0.001294095
REG1,EL01,493,2023,0.001294095
REG1,EL01,494,2023,0.002033577
REG1,EL01,495,2023,0.002033577
REG1,EL01,496,2023,0.002033577
REG1,EL01,497,2023,0.001294095
REG1,EL01,498,2023,0.001294095
REG1,EL01,499,2023,0.001294095
REG1,EL01,500,2023,0.001294095
REG1,EL01,501,2023,0.001294095
REG1,EL01,502,2023,0.001294095
REG1,EL01,503,2023,0.001294095
REG1,EL01,504,2023,0.001294095
REG1,EL01,505,2023,0.001294095
REG1,EL01,506,2023,0.001294095
REG1,EL01,507,2023,0.001294095
REG1,EL01,508,2023,0.002033577
REG1,EL01,509,2023,0.002033577
REG1,EL01,510,2023,0.002033577
REG1,EL01,511,2023,0.001095003
REG1,EL01,512,2023,0.001095003
REG1,EL01,513,2023,0.001095003
REG1,EL01,514,2023,0.001095003
REG1,EL01,515,2023,0.001095003
REG1,EL01,516,2023,0.001095003
REG1,EL01,517,2023,0.001095003
REG1,EL01,518,2023,0.001095003
REG1,EL01,519,2023,0.001095003
REG1,EL01,520,2023,0.001095003
REG1,EL01,521,2023,0.001095003
REG1,EL01,522,2023,0.001095003
REG1,EL01,523,2023,0.001095003
REG1,EL01,524,2023,0.002033577
REG1,EL01,525,2023,0.002033577
REG1,EL01,526,2023,0.002033577
REG1,EL01,527,2023,0.001016789
REG1,EL01,528,2023,0.001016789
REG1,EL01,529,2023,0.001016789
REG1,EL01,530,2023,0.001016789
REG1,EL01,531,2023,0.001016789
REG1,EL01,532,2023,0.001016789
REG1,EL01,533,2023,0.001016789
REG1,EL01,534,2023,0.001016789
REG1,EL01,535,2023,0.001016789
REG1,EL01,536,2023,0.001016789
REG1,EL01,537,2023,0.001016789
REG1,EL01,538,2023,0.001016789
REG1,EL01,539,2023,0.001016789
REG1,EL01,540,2023,0.001016789
REG1,EL01,541,2023,0.002033577
REG1,EL01,542,2023,0.002033577
REG1,EL01,543,2023,0.002033577
REG1,EL01,544,2023,0.000749213
REG1,EL01,545,2023,0.000749213
REG1,EL01,546,2023,0.000749213
REG1,EL01,547,2023,0.000749213
REG1,EL01,548,2023,0.000749213
REG1,EL01,549,2023,0.000749213
REG1,EL01,550,2023,0.000749213
REG1,EL01,551,2023,0.000749213
REG1,EL01,552,2023,0.000749213
REG1,EL01,553,2023,0.000749213
REG1,EL01,554,2023,0.000749213
REG1,EL01,555,2023,0.000749213
REG1,EL01,556,2023,0.000749213
REG1,EL01,557,2023,0.000749213
REG1,EL01,558,2023,0.000749213
REG1,EL01,559,2023,0.000749213
REG1,EL01,560,2023,0.000749213
REG1,EL01,561,2023,0.000749213
REG1,EL01,562,2023,0.000749213
REG1,EL01,563,2023,0.002033577
REG1,EL01,564,2023,0.002033577
REG1,EL01,565,2023,0.002033577
REG1,EL01,566,2023,0.000316334
REG1,EL01,567,2023,0.000316334
REG1,EL01,568,2023,0.000316334
REG1,EL01,569,2023,0.000316334
REG1,EL01,570,2023,0.000316334
REG1,EL01,571,2023,0.000316334
REG1,EL01,572,2023,0.000316334
REG1,EL01,573,2023,0.000316334
REG1,EL01,574,2023,0.000316334
REG1,EL01,575,2023,0.000316334
REG1,EL01,576,2023,0.000316334
REG1,EL01,577,2023,0.000316334
REG1,EL01,578,2023,0.000316334
REG1,EL01,579,2023,0.000316334
REG1,EL01,580,2023,0.000316334
REG1,EL01,581,2023,0.000316334
REG1,EL01,582,2023,0.000316334
REG1,EL01,583,2023,0.000316334
REG1,EL01,584,2023,0.000316334
REG1,EL01,585,2023,0.000316334
REG1,EL01,586,2023,0.000316334
REG1,EL01,587,2023,0.000316334
REG1,EL01,588,2023,0.000316334
REG1,EL01,589,2023,0.000316334
REG1,EL01,590,2023,0.000316334
REG1,EL01,591,2023,0.000316334
REG1,EL01,592,2023,0.000316334
REG1,EL01,593,2023,0.000316334
REG1,EL01,594,2023,0.000316334
REG1,EL01,595,2023,0.000316334
REG1,EL01,596,2023,0.000316334
REG1,EL01,597,2023,0.000316334
REG1,EL01,598,2023,0.000316334
REG1,EL01,599,2023,0.000316334
REG1,EL01,600,2023,0.000316334
REG1,EL01,601,2023,0.000316334
REG1,EL01,602,2023,0.000316334
REG1,EL01,603,2023,0.000316334
REG1,EL01,604,2023,0.000316334
REG1,EL01,605,2023,0.000316334
REG1,EL01,606,2023,0.000316334
REG1,EL01,607,2023,0.000316334
REG1,EL01,608,2023,0.000316334
REG1,EL01,609,2023,0.000316334
REG1,EL01,610,2023,0.000316334
REG1,EL01,611,2023,0.002033577
REG1,EL01,612,2023,0.002033577
REG1,EL01,613,2023,0.002033577
REG1,EL01,614,2023,0.001423504
REG1,EL01,615,2023,0.001423504
REG1,EL01,616,2023,0.001423504
REG1,EL01,617,2023,0.001423504
REG1,EL01,618,2023,0.001423504
REG1,EL01,619,2023,0.001423504
REG1,EL01,620,2023,0.001423504
REG1,EL01,621,2023,0.001423504
REG1,EL01,622,2023,0.001423504
REG1,EL01,623,2023,0.001423504
REG1,EL01,624,2023,0.002033577
REG1,EL01,625,2023,0.002033577
REG1,EL01,626,2023,0.002033577
REG1,EL01,627,2023,0.001294095
REG1,EL01,628,2023,0.001294095
REG1,EL01,629,2023,0.001294095
REG1,EL01,630,2023,0.001294095
REG1,EL01,631,2023,0.001294095
REG1,EL01,632,2023,0.001294095
REG1,EL01,633,2023,0.001294095
REG1,EL01,634,2023,0.001294095
REG1,EL01,635,2023,0.001294095
REG1,EL01,636,2023,0.001294095
REG1,EL01,637,2023,0.001294095
REG1,EL01,638,2023,0.002033577
REG1,EL01,639,2023,0.002033577
REG1,EL01,640,2023,0.002033577
REG1,EL01,641,2023,0.001294095
REG1,EL01,642,2023,0.001294095
REG1,EL01,643,2023,0.001294095
REG1,EL01,644,2023,0.001294095
REG1,EL01,645,2023,0.001294095
REG1,EL01,646,2023,0.001294095
REG1,EL01,647,2023,0.001294095
REG1,EL01,648,2023,0.001294095
REG1,EL01,649,2023,0.001294095
REG1,EL01,650,2023,0.001294095
REG1,EL01,651,2023,0.001294095
REG1,EL01,652,2023,0.002033577
REG1,EL01,653,2023,0.002033577
REG1,EL01,654,2023,0.002033577
REG1,EL01,655,2023,0.001095003
REG1,EL01,656,2023,0.001095003
REG1,EL01,657,2023,0.001095003
REG1,EL01,658,2023,0.001095003
REG1,EL01,659,2023,0.001095003
REG1,EL01,660,2023,0.001095003
REG1,EL01,661,2023,0.001095003
REG1,EL01,662,2023,0.001095003
REG1,EL01,663,2023,0.001095003
REG1,EL01,664,2023,0.001095003
REG1,EL01,665,2023,0.001095003
REG1,EL01,666,2023,0.001095003
REG1,EL01,667,2023,0.001095003
REG1,EL01,668,2023,0.002033577
REG1,EL01,669,2023,0.002033577
REG1,EL01,670,2023,0.002033577
REG1,EL01,671,2023,0.001016789
REG1,EL01,672,2023,0.001016789
REG1,EL01,673,2023,0.001016789
REG1,EL01,674,2023,0.001016789
REG1,EL01,675,2023,0.001016789
REG1,EL01,676,2023,0.001016789
REG1,EL01,677,2023,0.001016789
REG1,EL01,678,2023,0.001016789
REG1,EL01,679,2023,0.001016789
REG1,EL01,680,2023,0.001016789
REG1,EL01,681,2023,0.001016789
REG1,EL01,682,2023,0.001016789
REG1,EL01,683,2023,0.001016789
REG1,EL01,684,2023,0.001016789
REG1,EL01,685,2023,0.002033577
REG1,EL01,686,2023,0.002033577
REG1,EL01,687,2023,0.002033577
REG1,EL01,688,2023,0.000749213
REG1,EL01,689,2023,0.000749213
REG1,EL01,690,2023,0.000749213
REG1,EL01,691,2023,0.000749213
REG1,EL01,692,2023,0.000749213
REG1,EL01,693,2023,0.000749213
REG1,EL01,694,2023,0.000749213
REG1,EL01,695,2023,0.000749213
REG1,EL01,696,2023,0.000749213
REG1,EL01,697,2023,0.000749213
REG1,EL01,698,2023,0.000749213
REG1,EL01,699,2023,0.000749213
REG1,EL01,700,2023,0.000749213
REG1,EL01,701,2023,0.000749213
REG1,EL01,702,2023,0.000749213
REG1,EL01,703,2023,0.000749213
REG1,EL01,704,2023,0.000749213
REG1,EL01,705,2023,0.000749213
REG1,EL01,706,2023,0.000749213
REG1,EL01,707,2023,0.002033577
REG1,EL01,708,2023,0.002033577
REG1,EL01,709,2023,0.002033577
REG1,EL01,710,2023,0.000316334
REG1,EL01,711,2023,0.000316334
REG1,EL01,712,2023,0.000316334
REG1,EL01,713,2023,0.000316334
REG1,EL01,714,2023,0.000316334
REG1,EL01,715,2023,0.000316334
REG1,EL01,716,2023,0.000316334
REG1,EL01,717,2023,0.000316334
REG1,EL01,718,2023,0.000316334
REG1,EL01,719,2023,0.000316334
REG1,EL01,720,2023,0.000316334
REG1,EL01,721,2023,0.000316334
REG1,EL01,722,2023,0.000316334
REG1,EL01,723,2023,0.000316334
REG1,EL01,724,2023,0.000316334
REG1,EL01,725,2023,0.000316334
REG1,EL01,726,2023,0.000316334
REG1,EL01,727,2023,0.000316334
REG1,EL01,728,2023,0.000316334
REG1,EL01,729,2023,0.000316334
REG1,EL01,730,2023,0.000316334
REG1,EL01,731,2023,0.000316334
REG1,EL01,732,2023,0.000316334
